text_to_classify,predicted_code,predicted_label,prediction_probability
upper extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.46
lower extremity radiculopathy saitic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy saitic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
asthma pact act,9012,Respiratory,0.97
lumbosacral spine strain intervertebral disc syndrome sacroiliac injury,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
cardiomyopathy paroxysmal atrial fibrillation paf congestive heart failure chf,8979,Heart/Veins/Arteries,1.0
temporary rehabilitation period,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.13
pes planus aggravated,8994,Musculoskeletal - Foot,0.22
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
tinea capitis dx,9016,Skin,0.85
migraine dx,9007,Neurological other System,0.71
pneumonia dx,9012,Respiratory,0.89
myopia vision loss astigmatism dx dx,8974,Eye (Vision),1.0
covid inactive dx,9012,Respiratory,0.41
conjunctival hemorrhage dx,8982,Hemorrhage - Eye (Vision),0.34
allergy penicillin bactrim dx,9012,Respiratory,0.92
upper respiratory infection dx,9012,Respiratory,0.98
thigh abrasion scar dx,9013,Scars (Extremities and Trunk),0.88
tremors legs sometimes through shoulders tingling sensations that cause spasms making difficult fall asleep relax comfortably,8989,Mental Disorders,0.18
erectile dysfunction decreased libido,8975,Genitourinary,0.83
finger numbness,9006,Neurological - Cranial/Peripheral Nerves,0.41
arthritis hands,8992,Musculoskeletal - Arthritis,0.95
post traumatic headaches,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.39
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ankle knee training accident injury,8991,Musculoskeletal - Ankle,0.47
individual unemployability,8989,Mental Disorders,0.1
iliotibial band syndrome,8997,Musculoskeletal - Knee,0.29
gait abnormality,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.07
ankle strain painful motion,8991,Musculoskeletal - Ankle,0.76
knee chondromalacia degenerative joint disease,8997,Musculoskeletal - Knee,0.81
ear eustachian tube dysfunction,8969,Ear Disease and Other Sense Organs,0.9
insomnia,8989,Mental Disorders,0.95
lower radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.58
mental health include depression anxiety insomnia,8989,Mental Disorders,0.96
ankle instability,8991,Musculoskeletal - Ankle,0.99
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee limitations flexion,8997,Musculoskeletal - Knee,0.99
fibrosis,9012,Respiratory,0.62
hypohydrosis,8989,Mental Disorders,0.1
other unspecified trauma stressor related disorder,8989,Mental Disorders,0.96
insomnia,8989,Mental Disorders,0.95
lumbar strain claimed low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
pyloric deterioration,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.08
hidradenitis suppurativa,9016,Skin,0.78
esophageal perforation,8968,Digestive,0.89
upper radiculopathy extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
upper radiculopathy extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
lower radiculopathy extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower radiculopathy extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
mental health unspecified depressive disorder,8989,Mental Disorders,0.99
degenerative arthritis thoracic spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
obstructive sleep apnea,9012,Respiratory,0.99
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
thoracolumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
posterior tibial pulses,8997,Musculoskeletal - Knee,0.15
dorsalis pedis,9016,Skin,0.41
somatic dysfunction pelvic,8975,Genitourinary,0.21
somatic dysfunction cervical,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.31
hematuria,8975,Genitourinary,0.39
facial drop,9006,Neurological - Cranial/Peripheral Nerves,0.19
nosebleeds,8989,Mental Disorders,0.1
tender fluctuant nodule,9012,Respiratory,0.1
lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
vestibular disorder,8969,Ear Disease and Other Sense Organs,0.64
colon polyps,8968,Digestive,0.76
skin fungus back,9016,Skin,0.98
periodic limb movement disorder,9007,Neurological other System,0.28
anxiety depression ptsd,8989,Mental Disorders,0.92
respiratory infection viral infection reactive airway disease pneumonia,9012,Respiratory,0.99
urinary frequency incontinence,8975,Genitourinary,0.94
gerd gastroesophageal reflux disease heartburn,8968,Digestive,1.0
knee acl surgery,8997,Musculoskeletal - Knee,0.96
foot dislocated toe,8994,Musculoskeletal - Foot,0.88
cervical strain rad neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
lumbar strain rad low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
wrist carpal tunnel,9004,Musculoskeletal - Wrist,0.97
lumbosacral strain claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
joint muscle,9005,Musculoskeletal and Muscle Injuries,0.6
brain fog,8989,Mental Disorders,0.49
concentration problems,8989,Mental Disorders,0.68
sleep disturbances,8989,Mental Disorders,0.6
toxic exposure,9012,Respiratory,0.44
activity intolerance,8989,Mental Disorders,0.12
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
increase gerd,8968,Digestive,0.88
cold injury residuals hands,8943,Cold Injury Residuals,0.76
cold injury residuals feet,8943,Cold Injury Residuals,0.76
anal fissures hemorrhoids,8968,Digestive,0.53
thoracolumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.61
unexplained multisymptomatic illness gulf war presumptive claim,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.17
functional gastrointestinal disorder ibs gulf war presumptive claim,8968,Digestive,0.95
sinusitis gulf war presumptive claim,9012,Respiratory,0.67
rhinitis gulf war presumptive claim,9012,Respiratory,0.6
hypertension high blood pressure diabetes sjorgens autoimmune disorders neuropathy ptsd anxiety depression,8979,Heart/Veins/Arteries,0.46
blood general,8979,Heart/Veins/Arteries,0.28
bad mood,8989,Mental Disorders,0.51
discrimination,8989,Mental Disorders,0.1
gout knees,8992,Musculoskeletal - Arthritis,0.54
mental health ptsd insomnia,8989,Mental Disorders,0.93
hand nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.53
hand nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.53
wrist nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.69
shoulder nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.46
vertigo,8969,Ear Disease and Other Sense Organs,0.83
scar on thumb,9013,Scars (Extremities and Trunk),0.91
scar on middle finger,9013,Scars (Extremities and Trunk),0.9
small pox vaccine scar,9013,Scars (Extremities and Trunk),0.64
leg scar on shin,9013,Scars (Extremities and Trunk),0.69
brass burn scars on back pending,9016,Skin,0.38
foot big toe,8994,Musculoskeletal - Foot,0.95
infertility,8975,Genitourinary,0.42
long covid,9012,Respiratory,0.36
head aches,9020,Traumatic Brain Injury,0.46
gastro intestinal issues bleeding,8968,Digestive,0.94
hand cramping,8995,Musculoskeletal - Hand,0.47
hand shaking,8995,Musculoskeletal - Hand,0.95
hand shaking,8995,Musculoskeletal - Hand,0.95
thumb numbness tingly,8995,Musculoskeletal - Hand,0.55
pinky finger numbness tingly,8995,Musculoskeletal - Hand,0.72
pinky finger numbness tingly,8995,Musculoskeletal - Hand,0.72
eye trauma permanent blurred vision,8974,Eye (Vision),0.97
dermatitis,9016,Skin,0.98
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
neck nerve damage,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.44
scaphoid bone spur,8994,Musculoskeletal - Foot,0.16
unrination,8989,Mental Disorders,0.1
femoral nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.66
femoral nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.66
sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.78
sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.78
parsonage turner syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
wide spread joint,9001,Musculoskeletal - Other,0.29
allergies,8989,Mental Disorders,0.1
abdominal,8968,Digestive,0.83
ear pulsatile,8969,Ear Disease and Other Sense Organs,0.55
dry eyes,8974,Eye (Vision),0.4
arm nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.54
deviated septum surgery,9012,Respiratory,0.8
pes planus hammer toe,8994,Musculoskeletal - Foot,0.98
degenerative arthritis spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.42
insomnia,8989,Mental Disorders,0.95
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
alzheimers disease,8979,Heart/Veins/Arteries,0.15
lung kidney liver lesions,8968,Digestive,0.47
benign paroxysmal positional vertigo,8969,Ear Disease and Other Sense Organs,0.77
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
mechanical low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
pseudo folliculitis bar bae face inflammation ingrown hair ndx,9016,Skin,0.97
scar hand middle finger hand pinky wrist head knee ndx,8995,Musculoskeletal - Hand,0.92
hand cellulitis dxg,9016,Skin,0.65
plantar fasciitis ndx,8994,Musculoskeletal - Foot,0.99
lower back sciatica ndx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
ankle ndx,8991,Musculoskeletal - Ankle,1.0
tibia shin ndx,8997,Musculoskeletal - Knee,0.65
knee iliotibial band syndrome itbs dxg,8997,Musculoskeletal - Knee,0.95
quad ndx,8989,Mental Disorders,0.1
hip ndx,8996,Musculoskeletal - Hip,1.0
rib cage ndx,249482,Musculoskeletal - Bones,0.35
coccyx ndx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.15
wrist ndx,9004,Musculoskeletal - Wrist,0.99
hand neuropathy paresthesia dxg,9006,Neurological - Cranial/Peripheral Nerves,0.81
hand pinky finger dxg,8995,Musculoskeletal - Hand,0.99
carpal tunnel syndrome ndx,9006,Neurological - Cranial/Peripheral Nerves,0.76
shoulder ndx,9002,Musculoskeletal - Shoulder,1.0
elbow tendinitis ndx,8993,Musculoskeletal - Elbow,0.99
neck ndx,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
abdominal ndx,8968,Digestive,0.83
constipation diarrhea ndx,8968,Digestive,0.99
irritable bowel syndrome ibs ndx,8968,Digestive,0.99
gastritis ndx,8968,Digestive,0.95
esophageal reflux gerds meds ndx,8968,Digestive,0.99
hyperhidrosis hands ndx,9016,Skin,0.82
chest musculoskeletal ndx,8979,Heart/Veins/Arteries,0.31
shortness breath ndx,9012,Respiratory,0.99
ear dxg,8969,Ear Disease and Other Sense Organs,0.55
jaw ndx,249481,Dental and Oral - Musculoskeletal,0.57
tmj bruxism ndx,8967,Dental and Oral,0.54
chorioretinal scar dxg,9013,Scars (Extremities and Trunk),0.85
blepharospasm eyelid twitching ndx,8974,Eye (Vision),0.3
myopia nearsightedness dxg,8974,Eye (Vision),0.76
astigmatism dxg,8974,Eye (Vision),0.83
loss vision ndx,8974,Eye (Vision),0.98
light sensitivity ndx,8974,Eye (Vision),0.52
migraines ndx,8989,Mental Disorders,0.1
eye strain ndx,8974,Eye (Vision),0.96
vertigo dizziness ndx,8969,Ear Disease and Other Sense Organs,0.92
hearing loss ndx,3140,Hearing Loss,1.0
tinnitus ndx,3140,Hearing Loss,0.93
traumatic brain injury tbi loss concussion ndx,9020,Traumatic Brain Injury,1.0
restless leg syndrome ndx,8988,Leg Condition - Neurological other System,0.47
memory loss ndx,8989,Mental Disorders,0.75
attention deficit hyperactive disorder adhd ndx,8989,Mental Disorders,0.97
ptsd depression anxiety personal trauma dxg,None,,0.86
secondary hypogonadism,8975,Genitourinary,0.77
radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
lumbar segmental dysfunction,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.39
lumbar discogenic,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
gynecomastia,8978,Gynecological,0.28
regular astigmatism,8974,Eye (Vision),0.83
enter your myopia eyes,8974,Eye (Vision),0.76
vertigo,8969,Ear Disease and Other Sense Organs,0.83
radiculopathy lower extremities femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.82
adjustment disorder mixed anxiety depressed mood,8989,Mental Disorders,0.99
hadache,8989,Mental Disorders,0.1
knee flexion,8997,Musculoskeletal - Knee,0.99
erectile dysfunction ed caused ibuprofen service connected disability,8975,Genitourinary,0.88
dental trauma removed tooth causing dental issues,8967,Dental and Oral,0.93
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
cervical spine ddd ivds stenosis spurring casually related service connected lumbar spine stenosis diagnosed service period,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.56
thoracic spine ddd ivds stenosis spurring casually related service connected lumbar spine stenosis diagnosed service period,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
lumbar spine ddd ivds stenosis spurring casually related service connected lumbar spine stenosis diagnosed service period,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
radiculopathy lower extremities casually related service connected lumbar spine stenosis diagnosed,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.84
migraines headaches time week secondary related service connected mood disorder tinnitus prescribed excedrin migraine medication without relief,8989,Mental Disorders,0.71
knee severe arthritis meniscal repair scar related knee arthritis,8997,Musculoskeletal - Knee,0.83
ankle sprain laxity djd caused ankle sprain diagnosed treated active duty service period,8991,Musculoskeletal - Ankle,0.78
ankle sprain laxity djd caused ankle sprain dagnosed treated active duty service period,8991,Musculoskeletal - Ankle,0.82
knee severe arthritis meniscal repair related knee arthritis service connected knee lumbar spine conditions,8997,Musculoskeletal - Knee,0.87
hip painful scars casually related diagnosis hip severe arthritis requiring thr procedure profiled service period,8996,Musculoskeletal - Hip,0.82
hip arthritis casually related diagnosis hip severe arthritis requiring thr procedure profiled worsening,8996,Musculoskeletal - Hip,0.59
sinusitis allergic rhinitis diagnosed treated active duty service period prescribed benadryl claritin flonase zyrtec,9012,Respiratory,0.89
cervical strain degenerative disc disease,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.89
obstructive sleep apnea,9012,Respiratory,0.99
gastritis bloody stools obstipatie,8968,Digestive,0.95
knee chondromalacia,8997,Musculoskeletal - Knee,0.98
ingrown toe nail nail removal residuals,9016,Skin,0.45
plantar fascia strain feet,8994,Musculoskeletal - Foot,0.47
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
borderline personality disorder,8989,Mental Disorders,0.76
herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
urination,8975,Genitourinary,0.76
stroke,9007,Neurological other System,0.33
jaw scar,9013,Scars (Extremities and Trunk),0.44
hand burn scar,9013,Scars (Extremities and Trunk),0.75
elbow scar,9013,Scars (Extremities and Trunk),0.8
forehead scar,9014,"Scars (Head, Face, Or Neck)",0.83
shin,8997,Musculoskeletal - Knee,0.46
hamstring tightness reduced mobility,9005,Musculoskeletal and Muscle Injuries,0.18
mid low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
multiple head injuries,9007,Neurological other System,0.53
wheezing lung tightness shortness breath,9012,Respiratory,1.0
restless sleep twitching asleep fatigue,8989,Mental Disorders,0.77
ibs constipation diarrhea,8968,Digestive,1.0
lower radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
lower radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
deformed arm forearm,8929,Arm Condition - Neurological other System,0.55
deformed collar bone,9002,Musculoskeletal - Shoulder,0.21
nerve leg,8988,Leg Condition - Neurological other System,0.62
degenerative arthritis spine claimed low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
graves disease,8979,Heart/Veins/Arteries,0.15
toxic exposure afff,9012,Respiratory,0.28
insomnia,8989,Mental Disorders,0.95
reactive airway disease,9012,Respiratory,0.87
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
ingrown toenails,9016,Skin,0.58
intense back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
muscle spasm back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
stiffness,9006,Neurological - Cranial/Peripheral Nerves,0.1
full dental,8967,Dental and Oral,0.45
hip instability,8996,Musculoskeletal - Hip,0.97
ankle instability,8991,Musculoskeletal - Ankle,0.99
loss strength hands,8989,Mental Disorders,0.11
degenerative arthritis thoracolumbar spine thoracic scoliosis lumbar stenosis intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
prednisone induced tinnitus,3140,Hearing Loss,0.34
vitamin deficiency,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
hearing loss delayed,3140,Hearing Loss,1.0
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
osteomalacia,8989,Mental Disorders,0.1
osteomalacia,8989,Mental Disorders,0.1
migraines headaches dx,8989,Mental Disorders,0.1
pilonidal cyst dx,8966,Cyst/Benign Growth - Skin,0.32
obsessive compulsive disorder dx,8989,Mental Disorders,0.91
hand th amputation dx,8995,Musculoskeletal - Hand,0.55
sensorineural hearing loss aids dx,3140,Hearing Loss,0.99
astigmatism myopia eye dx,8974,Eye (Vision),1.0
coughing blood hemoptysis dx,9012,Respiratory,0.75
bronchitis dx,9012,Respiratory,0.99
elevated enzynes kidney dx,8975,Genitourinary,0.49
nephrolithiasis kidney stones dx,8975,Genitourinary,0.94
blepharospasm eye twitching dx,8974,Eye (Vision),1.0
benign prostate hyperplasia dx,8975,Genitourinary,0.87
umbilical hernia dx,8968,Digestive,0.72
enlarge lymphnodes neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
basal cell carcinoma facial,1250,Cancer - Skin,0.49
acne back chest,9016,Skin,0.92
voiding dysfunction urgency incontinence meds,8975,Genitourinary,0.94
dyspnea shortness breath dx,9012,Respiratory,0.99
sinusitis allergic rhinitis gerds meds,9012,Respiratory,0.99
dry eye synd lacrimal gland dx,8974,Eye (Vision),0.97
hypertension meds dx,8979,Heart/Veins/Arteries,0.98
erectile dysfunction meds dx,8975,Genitourinary,0.96
costochondritis tietzes synd dx,9005,Musculoskeletal and Muscle Injuries,0.57
chest pains respiratory anxiety dx,9012,Respiratory,0.99
night sweats dx,8989,Mental Disorders,0.66
dysthymic disorder long period depressive mood over two years dx,8989,Mental Disorders,0.92
restless leg synd dx,8988,Leg Condition - Neurological other System,0.51
panic anxiety attacks dx,8989,Mental Disorders,0.99
claustrophobia dx,8989,Mental Disorders,0.59
agoraphobia helplessness anxiety disorder unsafe dx,8989,Mental Disorders,1.0
ptsd depression anxiety combat personal trauma dx,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.82
insomnia meds dx,8989,Mental Disorders,0.95
sleep apnea cpap optigen dx,9012,Respiratory,0.98
coccyx dx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.15
irritable bowel synd dx,8968,Digestive,0.97
rectal bleeding dx,8968,Digestive,0.76
hypogonadism testosterone dx,8975,Genitourinary,0.84
testicular hypofunction dx,8975,Genitourinary,0.88
hemorrhoids internal external dx,8968,Digestive,0.32
esophageal reflux gerds meds,8968,Digestive,0.99
testicle hydrocele edema dx,8975,Genitourinary,0.79
groin dx,8975,Genitourinary,0.35
metatarsal numbness dx,9006,Neurological - Cranial/Peripheral Nerves,0.26
bunions st digit dx,9006,Neurological - Cranial/Peripheral Nerves,0.11
th digit onychomycosis foot dx,8994,Musculoskeletal - Foot,0.44
tinea pedis dx,9016,Skin,0.85
high arches dx,8979,Heart/Veins/Arteries,0.56
plantar fasciitis dx,8994,Musculoskeletal - Foot,0.99
heel calcaneal spurs dx,8994,Musculoskeletal - Foot,0.84
ankle laxity dx,8991,Musculoskeletal - Ankle,0.85
tibia dx,8997,Musculoskeletal - Knee,0.27
achilles tendon dx,8991,Musculoskeletal - Ankle,0.65
calf dx,9001,Musculoskeletal - Other,0.22
shin dx,8997,Musculoskeletal - Knee,0.46
knee pfps dx,8997,Musculoskeletal - Knee,0.77
thigh dx,8996,Musculoskeletal - Hip,0.33
hamstring dx,9005,Musculoskeletal and Muscle Injuries,0.35
quad dx,8989,Mental Disorders,0.1
hip dx,8996,Musculoskeletal - Hip,1.0
thoraic spine neuropathy dx,9006,Neurological - Cranial/Peripheral Nerves,0.69
lbp lumbago sciatica dx genesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
carpal tunnel synd dx,9006,Neurological - Cranial/Peripheral Nerves,0.67
wrist dx,9004,Musculoskeletal - Wrist,0.99
forearm dx,8993,Musculoskeletal - Elbow,0.29
ulnar neuropathy dx,9006,Neurological - Cranial/Peripheral Nerves,0.52
elbow tendonitis dx,8993,Musculoskeletal - Elbow,0.99
cubital tunnel synd dx,9006,Neurological - Cranial/Peripheral Nerves,0.45
bicep injections dx,9005,Musculoskeletal and Muscle Injuries,0.25
tricep injections dx,8989,Mental Disorders,0.09
shoulder injections dx genesis,9002,Musculoskeletal - Shoulder,1.0
neck dx,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
dizziness giddiness vertigo,8969,Ear Disease and Other Sense Organs,0.92
memory loss lapse dx,8989,Mental Disorders,0.75
head trauma dx,9020,Traumatic Brain Injury,0.64
concussion synd loss consciousness tbi,9020,Traumatic Brain Injury,0.94
tmj bruxism jaw,249481,Dental and Oral - Musculoskeletal,0.64
high frequency hearing loss dx,3140,Hearing Loss,0.91
tinnitus dx,3140,Hearing Loss,0.93
hyperlipidemia,8979,Heart/Veins/Arteries,0.57
anger issues,8989,Mental Disorders,0.77
gird,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
joint knee,8997,Musculoskeletal - Knee,0.98
breathing trouble,9012,Respiratory,0.96
borderline alcoholism,8989,Mental Disorders,0.68
limited motion shoulder,9002,Musculoskeletal - Shoulder,0.96
neck stiffness,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.85
palpitation,8979,Heart/Veins/Arteries,0.58
hyperlipidemia,8979,Heart/Veins/Arteries,0.57
presbyopia,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
shooting knee,8997,Musculoskeletal - Knee,0.48
herniated disc l l,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
cpap requirements,9012,Respiratory,0.48
exposure,9012,Respiratory,0.35
thoracolumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
ankle issue not looked,8991,Musculoskeletal - Ankle,0.91
insomnia,8989,Mental Disorders,0.95
shortness breath,9012,Respiratory,0.99
lumbosacral strain include thoracolumbar scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
allergies,8989,Mental Disorders,0.1
numbness on both legs,9006,Neurological - Cranial/Peripheral Nerves,0.52
tinnitus hearing loss,3140,Hearing Loss,1.0
lumbosacral strain degenerative disc disease degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
lower radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.58
vertigo,8969,Ear Disease and Other Sense Organs,0.83
impatient,8989,Mental Disorders,0.1
adhd,8989,Mental Disorders,0.9
ankylosis knees,8997,Musculoskeletal - Knee,0.09
exostosis ankle,8991,Musculoskeletal - Ankle,1.0
exostosis ankle,8991,Musculoskeletal - Ankle,1.0
hip strain,8996,Musculoskeletal - Hip,0.99
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
cough,9012,Respiratory,0.96
acne scars,9016,Skin,0.97
deep acne,9016,Skin,0.84
lumbar strain degenerative arthritis intervertebral disc disease previously rated lumbar strain claimed lower back lumbago sciatic nerve radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
neck strain include,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.94
elbow tightness,8993,Musculoskeletal - Elbow,0.67
eye dry eyes,8974,Eye (Vision),0.99
hand loss strength grip,8995,Musculoskeletal - Hand,0.55
swelling stiffness hands possible arthrits,9006,Neurological - Cranial/Peripheral Nerves,0.1
toenail possible fungus,9016,Skin,0.6
foot sensitivity bottoms feet,8994,Musculoskeletal - Foot,0.39
foot swelling,8994,Musculoskeletal - Foot,0.63
teeth grinding nightguard,8967,Dental and Oral,0.75
lower gi possible constipation,8968,Digestive,0.86
upper gi possible gerd,8968,Digestive,0.84
loss creative organ,8975,Genitourinary,0.48
eating over eating,8970,Eating Disorders,0.83
low back strain sprain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
ankles instability,8997,Musculoskeletal - Knee,0.17
knees instability,8997,Musculoskeletal - Knee,0.17
sleep disturbance,8989,Mental Disorders,0.87
migraines migraine variant,9007,Neurological other System,0.83
alcohol disorder,8989,Mental Disorders,0.81
hair loss balding crown head,9016,Skin,0.43
throat clearing throat irritation,9012,Respiratory,0.55
breathing shortness breath,9012,Respiratory,1.0
knee scars,8997,Musculoskeletal - Knee,1.0
scars hands,8989,Mental Disorders,0.1
upper arm,8929,Arm Condition - Neurological other System,0.83
abdominal,8968,Digestive,0.83
cardiac,8979,Heart/Veins/Arteries,0.86
speach,8989,Mental Disorders,0.1
throat,9012,Respiratory,0.48
buttock,9016,Skin,0.17
thigh,8996,Musculoskeletal - Hip,0.33
calf,9001,Musculoskeletal - Other,0.22
presumtive burn pit exposure,9012,Respiratory,0.65
prostatitis include recurring urinary tract yeast infections,8975,Genitourinary,0.91
