text_to_classify,predicted_code,predicted_label,prediction_probability
migraine headaches,9007,Neurological other System,0.71
lumbar strain degenerative disc disease l s claimed back injury tendinitis previously rated lumbar strain under dc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
compensation patient psyche ward east,9017,Special Monthly Compensation - Aid and Attendance/Housebound,0.46
hearing loss ear,3140,Hearing Loss,1.0
knee patellofemoral syndrome chondromalacia degenerative changes patella,8997,Musculoskeletal - Knee,1.0
degenerative disc disease lumbar spine claimed back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
knee patellofemoral syndrome chondromalacia degenerative changes patella,8997,Musculoskeletal - Knee,1.0
migraine headache nd tinnitus sinusitis rhinitis sleep apnea,9012,Respiratory,0.85
depressive disorder previously diagnosed adjustment disorder mixed anxiety depressed mood,8989,Mental Disorders,0.97
arm,8929,Arm Condition - Neurological other System,0.51
lower radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.58
mental health,8989,Mental Disorders,0.93
depressive disorder generalized anxiety disorder,8989,Mental Disorders,0.99
urinary frequency,8975,Genitourinary,0.88
fatigue gulf war syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.36
attention deficit disorder,8989,Mental Disorders,0.85
nerve,9006,Neurological - Cranial/Peripheral Nerves,0.64
immune disorder,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.71
back injury,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.9
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
scar,9013,Scars (Extremities and Trunk),0.85
leg,8988,Leg Condition - Neurological other System,0.46
depressive disorder generalized anxiety disorder,8989,Mental Disorders,0.99
digestive issues,8968,Digestive,0.97
back issues,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
multiple disc herniations,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.42
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
arthritis multiple joints,8992,Musculoskeletal - Arthritis,0.55
adjustment disorder depressed mood,8989,Mental Disorders,0.99
knee scar status post knee arthroplasty,8997,Musculoskeletal - Knee,0.87
knee scars status post meniscectomy,8997,Musculoskeletal - Knee,0.97
scaitica radioculopathy,8989,Mental Disorders,0.1
vertigo,8969,Ear Disease and Other Sense Organs,0.83
hip extension femoral acetabular impingement syndrome labral tear,8996,Musculoskeletal - Hip,0.98
hip impairment thigh femoral acetabular impingement syndrome labral tear,8996,Musculoskeletal - Hip,0.99
migraine headaches,9007,Neurological other System,0.71
vision issues,8974,Eye (Vision),0.99
hand fingers broken,8995,Musculoskeletal - Hand,0.86
loss taste,8969,Ear Disease and Other Sense Organs,0.51
dry mouth constantly coughing,9012,Respiratory,0.54
inside mouth painful,8967,Dental and Oral,0.48
tera chemo loss teeth,8967,Dental and Oral,0.67
shoulder rotator cuff tear labral tear including slap,9002,Musculoskeletal - Shoulder,0.99
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
insomnia,8989,Mental Disorders,0.95
lumbosacral strain degenerative disc disease other intervertebral disc syndrome ivds,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
sleep disturbances,8989,Mental Disorders,0.6
stress induced reliance on tobacco include anxiety,8989,Mental Disorders,0.6
limited range motion shoulders,9002,Musculoskeletal - Shoulder,0.13
hip include limited range motion,8996,Musculoskeletal - Hip,0.74
joint pains ankles knees back hip,8996,Musculoskeletal - Hip,0.7
sleep,8989,Mental Disorders,0.6
unspecified anxiety disorder,8989,Mental Disorders,0.99
foot scar status post stitches,9013,Scars (Extremities and Trunk),0.8
anal fissure,8968,Digestive,0.58
tension headaches,9007,Neurological other System,0.49
adhd,8989,Mental Disorders,0.9
kidney tumor,8975,Genitourinary,0.38
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
rhinitis pact act,9012,Respiratory,0.94
gerd pact act,8968,Digestive,0.66
sinusitis pact act,9012,Respiratory,0.95
diffuse degenerative changes without acute fracture dislocation foot,8994,Musculoskeletal - Foot,0.39
ear hearing loss,3140,Hearing Loss,1.0
knee status post menisectomy,8997,Musculoskeletal - Knee,0.65
scar hip status post cyst removal,9013,Scars (Extremities and Trunk),0.64
obstructive sleep apnea,9012,Respiratory,0.99
scar,9013,Scars (Extremities and Trunk),0.85
degenerative arthritis lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
cervical spine strain,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.98
foot claimed tarso metatarsal joint arthritis tmtj,8994,Musculoskeletal - Foot,0.92
knee status post menisectomy instability,8997,Musculoskeletal - Knee,0.79
lower extremity,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.47
bruxism,8967,Dental and Oral,0.55
lower extremity,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.47
ear hearing loss,3140,Hearing Loss,1.0
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
arthralgia,9001,Musculoskeletal - Other,0.11
cubital tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.45
probable patellofemoral both knees,8997,Musculoskeletal - Knee,0.84
mental health include anxiety depression,8989,Mental Disorders,0.92
neck shoulder,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.69
insomnia,8989,Mental Disorders,0.95
episodic toe numbness foot,8994,Musculoskeletal - Foot,0.67
status post knee replacement previously rated knee degenerative arthritis patellofemoral syndrome,8997,Musculoskeletal - Knee,0.99
status post knee replacement previously rated knee degenerative arthritis patellofemoral syndrome,8997,Musculoskeletal - Knee,0.99
osteophytes,8989,Mental Disorders,0.1
ventral hernia claimed hernia,8968,Digestive,0.83
temporomandibular joint disorder claimed tmj,249481,Dental and Oral - Musculoskeletal,0.83
patellar tendonitis knee,8997,Musculoskeletal - Knee,0.99
shoulder strain rotator cuff tendonitis,9002,Musculoskeletal - Shoulder,1.0
knee patellofemoral syndrome tendinitis osgood schlatters disease,8997,Musculoskeletal - Knee,0.97
constipation,8968,Digestive,0.93
knee patellofemoral syndrome degenerative arthritis tendinitis osgood schlatters disease,8997,Musculoskeletal - Knee,0.97
photophobia,8974,Eye (Vision),0.58
adjustment disorder anxiety,8989,Mental Disorders,1.0
depressive disorder anxious distress,8989,Mental Disorders,0.97
erectile dysfunction previously rated under dc,8975,Genitourinary,0.76
scar hand,9013,Scars (Extremities and Trunk),0.85
myopia,8974,Eye (Vision),0.76
rosacea,9016,Skin,0.83
spontaneous rupture flexor tendon hand,8995,Musculoskeletal - Hand,0.34
tendinosis arm,9001,Musculoskeletal - Other,0.18
triceps tendon tear,9005,Musculoskeletal and Muscle Injuries,0.2
alopecia areata,9016,Skin,0.93
nerve damage hand,9006,Neurological - Cranial/Peripheral Nerves,0.53
thoracic segmental dysfunction,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.31
lumbar segmental dysfunction,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.39
sacroiliac joint,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.62
insomnia,8989,Mental Disorders,0.95
segmental somatic dysfunction sacral region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.36
segmental somatic dysfunction thoracic region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.51
segmental somatic dysfunction lumbar region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.58
segmental somatic dysfunction cervical region,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.33
elbow joint,8993,Musculoskeletal - Elbow,0.99
myofascial syndrome lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.82
decreased vitamin,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.2
contracture joint finger hand,8995,Musculoskeletal - Hand,1.0
seborrheic dermatitis,9016,Skin,0.97
strain triceps brachii muscle,9005,Musculoskeletal and Muscle Injuries,0.35
laceration tendon hand,8995,Musculoskeletal - Hand,0.32
foot rd metatarsal distal shaft stress fracture,8994,Musculoskeletal - Foot,0.95
degenerative disc disease lumbar spine scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
knee patellofemoral syndrome degenerative arthritis,8997,Musculoskeletal - Knee,0.97
knee patellofemoral syndrome degenerative arthritis,8997,Musculoskeletal - Knee,0.97
lower extremity,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.47
lower extremity,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.47
upper extremity,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.57
upper extremity,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.57
acquired mental health,8989,Mental Disorders,0.83
low back strain degenerative joint disease lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
abscess upper jaw,8967,Dental and Oral,0.4
chondromalacia knee,8997,Musculoskeletal - Knee,0.98
spondylosis scoliosis lumbar spine claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),1.0
scar on chin status post impact injury,9014,"Scars (Head, Face, Or Neck)",0.65
tinnitus claimed recurrent ringing both ears,3140,Hearing Loss,0.9
status post wrist fracture claimed hand,9004,Musculoskeletal - Wrist,0.8
been gradually losing hearing currently wearing hearing aid worked near flight line cck taiwan go on flight deliver communication kits pilots,3140,Hearing Loss,0.78
shortness breath whilch they say asthma are copd but dont smoke family hisory asthma agent orange stationed nkp thailand near macon delta,9012,Respiratory,1.0
lumbosacral strain degenerative disc degenerative joint disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
degenerative arthritis spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.42
posttraumatic stress disorder ptsd alcohol disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.5
iliotibial tract syndrome hip,8996,Musculoskeletal - Hip,0.62
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
thumb laceration residual scar,9013,Scars (Extremities and Trunk),0.91
lower body leg scars,8988,Leg Condition - Neurological other System,0.32
shoulder scars status post arthroscopic labrum tear repair,9002,Musculoskeletal - Shoulder,0.88
ring finger scar,9013,Scars (Extremities and Trunk),0.81
lower body leg scars,8988,Leg Condition - Neurological other System,0.32
back scars,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ring finger painful scar,9013,Scars (Extremities and Trunk),0.75
lower radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.58
iliotibial band syndrome,8997,Musculoskeletal - Knee,0.29
th digit pinky closed fracture,8995,Musculoskeletal - Hand,0.5
depressive disorder traumatic brain injury tbi minor neurocognitive disorder other specified trauma stressor related disorder,8989,Mental Disorders,0.9
gastric ulcer,8968,Digestive,0.95
type diabetes mellitus,8973,Endocrine,0.98
vertigo,8969,Ear Disease and Other Sense Organs,0.83
lower extremity numbness,9006,Neurological - Cranial/Peripheral Nerves,0.59
alcohol dependency,8989,Mental Disorders,0.48
sleep disorder,8989,Mental Disorders,0.93
dyspnea,9012,Respiratory,0.83
valvular disease,8979,Heart/Veins/Arteries,0.15
cellulitis upper arm,9016,Skin,0.45
knee chondromalacia patella degenerative arthritis,8997,Musculoskeletal - Knee,0.98
scar knee arthroscopy,9013,Scars (Extremities and Trunk),0.66
clavicle fracture,9002,Musculoskeletal - Shoulder,0.66
knee strain meniscal tear status post knee arthroscopy,8997,Musculoskeletal - Knee,1.0
knee strain lateral instability,8997,Musculoskeletal - Knee,0.99
calluses on bottom feet,8968,Digestive,0.12
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
acute gastritis,8968,Digestive,0.79
tinnitus menieres disease,3140,Hearing Loss,0.51
lumbosacral strain lumbar erector spinae muscle strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
iliotibial syndrome knee,8997,Musculoskeletal - Knee,0.94
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
lumbosacral strain degenerative arthritis spine intervertebral disc syndrome previously rated thoracolumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
cholesteatoma perforation adjacent tympanic membrane,8969,Ear Disease and Other Sense Organs,0.55
lower extremity sciatic radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity sciatic radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.68
snoring,9012,Respiratory,0.87
vertigo,8969,Ear Disease and Other Sense Organs,0.83
pes planus plantar fasciitis,8994,Musculoskeletal - Foot,1.0
patellofemoral syndrome knee extension,8997,Musculoskeletal - Knee,1.0
patellofemoral syndrome knee extension,8997,Musculoskeletal - Knee,1.0
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
calcaneal spur foot,8994,Musculoskeletal - Foot,0.97
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
calcaneal spur foot,8994,Musculoskeletal - Foot,0.97
patellofemoral syndrome claimed knee,8997,Musculoskeletal - Knee,0.99
arth,8989,Mental Disorders,0.1
rhinitus,9012,Respiratory,0.79
from mesh implants,8989,Mental Disorders,0.1
shin tibia,8997,Musculoskeletal - Knee,0.65
collapsing arches foot,8994,Musculoskeletal - Foot,0.96
heel foot,8994,Musculoskeletal - Foot,0.99
post void incontinence,8975,Genitourinary,0.6
gastrointestinal,8968,Digestive,0.96
cardiology,8989,Mental Disorders,0.1
gum receding,8967,Dental and Oral,0.78
upper respiratory cough,9012,Respiratory,1.0
finger,8995,Musculoskeletal - Hand,0.95
sleep disturbances,8989,Mental Disorders,0.6
thoracolumbar spine numbness,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.69
foot heel tenderness foot,8994,Musculoskeletal - Foot,0.98
ankle stiffness cracking ankle,8991,Musculoskeletal - Ankle,0.99
torn labrum shoulder,9002,Musculoskeletal - Shoulder,0.81
residuals traumatic brain injury tbi,9020,Traumatic Brain Injury,0.99
meniscus knee,8997,Musculoskeletal - Knee,1.0
anaphylaxis nausea sweating dizziness from bee sting,9007,Neurological other System,0.27
dizziness vertigo,8969,Ear Disease and Other Sense Organs,0.92
shoulder instability,9002,Musculoskeletal - Shoulder,0.98
scars head face torso shoulder,9002,Musculoskeletal - Shoulder,0.58
muscle strain quad,9005,Musculoskeletal and Muscle Injuries,0.61
post traumatic stress disorder ptsd claimed anxiety,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.72
radiculopathy upper extremity upper radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,0.91
thoracic spinal strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
migraine including migraine variants,9007,Neurological other System,0.75
sciatica leg,8988,Leg Condition - Neurological other System,0.49
ptsd non combat,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.48
finger tightness fingers,8995,Musculoskeletal - Hand,0.44
bruxism,8967,Dental and Oral,0.55
tmj joint popping,8967,Dental and Oral,0.33
ptsd adhd predominately inattentive type,8989,Mental Disorders,0.91
deep tissue scar burn lower leg shin area,9013,Scars (Extremities and Trunk),0.59
knee strain claimed arthralgia joint stiffness knees,8997,Musculoskeletal - Knee,0.74
knee strain claimed arthralgia joint stiffness knees,8997,Musculoskeletal - Knee,0.74
ankle strain claimed arthralgia joint stiffness ankle,8991,Musculoskeletal - Ankle,0.97
shoulder strain claimed arthralgia shoulder region,9002,Musculoskeletal - Shoulder,0.97
elbow strain claimed arthralgia joint stiffness elbows,8993,Musculoskeletal - Elbow,0.44
elbow strain claimed arthralgia joint stiffness elbows,8993,Musculoskeletal - Elbow,0.44
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
knee osteoarthritis patellofemoral syndrome,8997,Musculoskeletal - Knee,0.99
knee osteoarthritis patellofemoral syndrome,8997,Musculoskeletal - Knee,0.99
hip strain femoral stress injury residuals painful flexion,8996,Musculoskeletal - Hip,0.97
thoracolumbar degenerative disc disease degenerative arthritis intervertebral disc syndrome scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
femeral neck fracture,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.93
stress fracture femur,8996,Musculoskeletal - Hip,0.25
stress fracture femur,8996,Musculoskeletal - Hip,0.25
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity radiculopathy sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
intervertebral disc displacement spinal stenosis lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
calcific achilles tendonitis,8991,Musculoskeletal - Ankle,0.29
heart ablations,8979,Heart/Veins/Arteries,0.99
feeding tube,8969,Ear Disease and Other Sense Organs,0.27
insomnia,8989,Mental Disorders,0.95
fractured femur ddd l l migraines tinnitus hip knee ankle vision light sensitivity urinary incontinence ptsd suicidal ideation insomnia ingrown toenails foot mst homelessness,8989,Mental Disorders,0.51
vestibular dysfunction,8969,Ear Disease and Other Sense Organs,0.64
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
generalized anxiety disorder depressed mood,8989,Mental Disorders,0.99
memory loss,8989,Mental Disorders,0.75
ear trauma cauliflower ear,8969,Ear Disease and Other Sense Organs,0.54
anxiety depression,8989,Mental Disorders,0.99
testicular trauma residual atrophy dyspareunia,8975,Genitourinary,0.68
sleep paralysis,8989,Mental Disorders,0.55
sleep apnea diagnosis on file,9012,Respiratory,0.86
scar formation eyebrow wrist index finger middle finger,8995,Musculoskeletal - Hand,0.53
eczema over dyshidrotic eczema hands,9016,Skin,0.96
non specific respiratory shortness breath cough wheezing,9012,Respiratory,1.0
kidney stones x,8975,Genitourinary,0.76
urinary urgency frequency incontinence nocturia,8975,Genitourinary,0.98
bowel diarrhea constipation ibs,8968,Digestive,1.0
hamstring,9005,Musculoskeletal and Muscle Injuries,0.35
shin stress fractures,8997,Musculoskeletal - Knee,0.57
calf muscle,9005,Musculoskeletal and Muscle Injuries,0.52
onychomycosis toenails,9016,Skin,0.83
flatfoot pes planus acquired,8994,Musculoskeletal - Foot,0.97
plantar fasciitis heel,8994,Musculoskeletal - Foot,1.0
ankle instability,8991,Musculoskeletal - Ankle,0.99
knee torn menicus,8997,Musculoskeletal - Knee,0.97
hip flexor,8996,Musculoskeletal - Hip,0.82
low mid back radiates legs,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.91
hand finger fractures,8995,Musculoskeletal - Hand,1.0
wrist carpal tunnel,9004,Musculoskeletal - Wrist,0.97
elbow cubital tunnel,8993,Musculoskeletal - Elbow,0.87
tricep trauma elbow insertion scarring cellulitis,8993,Musculoskeletal - Elbow,0.28
neck radiates arms,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
tmj popping locking,8967,Dental and Oral,0.22
knee acl repair aggravation meps physical dated,8997,Musculoskeletal - Knee,0.71
nose fracture deviated septum residual airway blockage,9012,Respiratory,0.97
ear tympanic membrane rupture,8969,Ear Disease and Other Sense Organs,0.85
sinus bradycardia,9012,Respiratory,0.56
tinnitus acoustic trauma mos related,3140,Hearing Loss,0.39
insomnia sleep disturbance,8989,Mental Disorders,0.97
periodic limb movement restless leg syndrome,8988,Leg Condition - Neurological other System,0.33
traumatic brain injury tbi loc cognitive communication disorder mos related,9020,Traumatic Brain Injury,0.85
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
fractured tailbone,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.22
edema,8979,Heart/Veins/Arteries,0.54
fatty liver,8968,Digestive,0.7
acid reflux,8968,Digestive,0.95
cyst on ovary,8978,Gynecological,0.57
gastric ulcer,8968,Digestive,0.95
hair loss,9016,Skin,0.77
ganglion cyst,8966,Cyst/Benign Growth - Skin,0.25
auto immune hepatitis,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
covid,9012,Respiratory,0.41
bradycardia,8979,Heart/Veins/Arteries,0.75
lower extremity nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.68
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ear hearing loss,3140,Hearing Loss,1.0
infertility,8975,Genitourinary,0.42
hip strain thigh impairment,8996,Musculoskeletal - Hip,1.0
hip strain limitation flexion,8996,Musculoskeletal - Hip,0.99
hip strain limitation flexion,8996,Musculoskeletal - Hip,0.99
hip strain limitation extension,8996,Musculoskeletal - Hip,0.99
hip strain limitation extension,8996,Musculoskeletal - Hip,0.99
insomnia,8989,Mental Disorders,0.95
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
knee strain claimed knee,8997,Musculoskeletal - Knee,0.99
lumbosacral spine strain claimed back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
tension headaches claimed headaches,9007,Neurological other System,0.5
shoulder rotator cuff tendonitis claimed shoulder,9002,Musculoskeletal - Shoulder,1.0
status post knee meniscus repair claimed knee,8997,Musculoskeletal - Knee,1.0
mental health,8989,Mental Disorders,0.93
testicular torsion,8975,Genitourinary,0.88
split dental surgery,8967,Dental and Oral,0.72
willis ekbom disease restless leg syndrome,8988,Leg Condition - Neurological other System,0.3
occupational acne,9016,Skin,0.97
sinustitis,8989,Mental Disorders,0.1
bruxism,8967,Dental and Oral,0.55
substance abuse disorder,8989,Mental Disorders,0.93
advance stage non small cell lung cancer,9012,Respiratory,0.32
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy femoral nerve previously rated lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.84
vitamin deficiency,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
loss sex drive,8975,Genitourinary,0.41
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee arthritis knee strain status post meniscal tear limitation extension,8997,Musculoskeletal - Knee,1.0
knee arthritis knee strain status post meniscal tear instability,8997,Musculoskeletal - Knee,1.0
osteoarthritis cervical spine spondylosis intervertebral disc syndrome degenerative disc disease,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.61
knee arthritis knee strain status post meniscal tear limitation flexion,8997,Musculoskeletal - Knee,0.99
lower back arthritis diagnosed,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.72
scar on wrist,9013,Scars (Extremities and Trunk),0.74
generalized anxiety disorder gad navy deployments,8989,Mental Disorders,1.0
lateral radiculopathy lower extremity,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.35
hip abduction adduction hip rotation,8996,Musculoskeletal - Hip,1.0
hip abduction adduction hip rotation,8996,Musculoskeletal - Hip,1.0
hip extension,8996,Musculoskeletal - Hip,0.99
hip extension,8996,Musculoskeletal - Hip,0.99
hip limited flexion,8996,Musculoskeletal - Hip,0.97
hip limited flexion,8996,Musculoskeletal - Hip,0.97
lumbar spine strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
leg,8988,Leg Condition - Neurological other System,0.46
insomnia,8989,Mental Disorders,0.95
exposure burn pits kuwait,9016,Skin,0.39
vertigo,8969,Ear Disease and Other Sense Organs,0.83
restless leg syndrome,8988,Leg Condition - Neurological other System,0.47
ehlers danlos syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
posttraumatic stress disorder ptsd,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.66
urination,8975,Genitourinary,0.76
bleeding gum sensitive,8967,Dental and Oral,0.36
hand finger,8995,Musculoskeletal - Hand,1.0
arm,8929,Arm Condition - Neurological other System,0.51
leg,8988,Leg Condition - Neurological other System,0.46
memory loss,8989,Mental Disorders,0.75
nightmares,8989,Mental Disorders,0.1
panic attacks,8989,Mental Disorders,0.92
stress,8989,Mental Disorders,0.83
ptsd noncombat,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.68
gout knee,8997,Musculoskeletal - Knee,0.68
insomnia,8989,Mental Disorders,0.95
astigmatism,8974,Eye (Vision),0.83
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
posttraumatic stress disorder ptsd insomnia disorder,8989,Mental Disorders,0.54
insomnia,8989,Mental Disorders,0.95
thigh,8996,Musculoskeletal - Hip,0.33
numbness toes,9006,Neurological - Cranial/Peripheral Nerves,0.52
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
other intervertebral disc degeneration lumbar region previously rated low back coccyx hairline fracture residuals,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
post traumatic stress disorder personal trauma,None,,0.98
unspecified anxiety disorder,8989,Mental Disorders,0.99
degenerative arthritis osteoarthritis spine,8992,Musculoskeletal - Arthritis,0.71
tia,8989,Mental Disorders,0.1
diabetes mellitus type ii hyperglycemia,8973,Endocrine,0.97
radiculopathy lower extremity claimed radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.66
pes planus plantar fasciitis claimed foot numbness,8994,Musculoskeletal - Foot,1.0
knee strain claimed patellofemoral syndrome previously evaluated under diagnostic code,8997,Musculoskeletal - Knee,0.83
degenerative arthritis spine claimed lower thoracic back intervertebral disc syndrome,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
lumbar spine degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
migraine headaches,9007,Neurological other System,0.71
insomnia,8989,Mental Disorders,0.95
generalized anxiety disorder panic attacks unspecified depressive disorder,8989,Mental Disorders,1.0
hand gout,8995,Musculoskeletal - Hand,0.56
hand gout,8995,Musculoskeletal - Hand,0.56
elbow gout,8993,Musculoskeletal - Elbow,0.78
knee gout,8997,Musculoskeletal - Knee,0.68
ankle gout,8991,Musculoskeletal - Ankle,0.82
foot big toe gout,8994,Musculoskeletal - Foot,0.97
vertigo,8969,Ear Disease and Other Sense Organs,0.83
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
cervical spine degenerative arthritis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.81
tinnittus,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
acquired mental health disorder,8989,Mental Disorders,0.9
distal bicep rupture,9005,Musculoskeletal and Muscle Injuries,0.19
vertigo,8969,Ear Disease and Other Sense Organs,0.83
chemical exposure,9012,Respiratory,0.36
